USER_ID,STATION_ID,DATE,DAY,TIME_SLOT,AVG_USE,PEAK_USE
12021,101,4/8/2016,Friday,12,408,438
12021,101,4/8/2016,Friday,13,225,255
12021,101,4/8/2016,Friday,14,175,205
12021,101,4/8/2016,Friday,15,213,243
12021,101,4/8/2016,Friday,16,330,360
12021,101,4/8/2016,Friday,17,396,426
12021,101,4/8/2016,Friday,18,463,493
12021,101,4/8/2016,Friday,19,308,338
12021,101,4/8/2016,Friday,20,463,493
12021,101,4/8/2016,Friday,21,256,286
12021,101,4/8/2016,Friday,22,167,197
12021,101,4/8/2016,Friday,23,444,474
12021,101,4/8/2016,Friday,24,372,402
12021,101,4/9/2016,Saturday,1,131,161
12021,101,4/9/2016,Saturday,2,273,303
12021,101,4/9/2016,Saturday,3,193,223
12021,101,4/9/2016,Saturday,4,405,435
12021,101,4/9/2016,Saturday,5,431,461
12021,101,4/9/2016,Saturday,6,298,328
12021,101,4/9/2016,Saturday,7,259,289
12021,101,4/9/2016,Saturday,8,294,324
12021,101,4/9/2016,Saturday,9,445,475
12021,101,4/9/2016,Saturday,10,341,371
12021,101,4/9/2016,Saturday,11,335,365
12021,101,4/9/2016,Saturday,12,179,209
12021,101,4/9/2016,Saturday,13,442,472
12021,101,4/9/2016,Saturday,14,259,289
12021,101,4/9/2016,Saturday,15,233,263
12021,101,4/9/2016,Saturday,16,345,375
12021,101,4/9/2016,Saturday,17,358,388
12021,101,4/9/2016,Saturday,18,134,164
12021,101,4/9/2016,Saturday,19,207,237
12021,101,4/9/2016,Saturday,20,299,329
12021,101,4/9/2016,Saturday,21,276,306
12021,101,4/9/2016,Saturday,22,132,162
12021,101,4/9/2016,Saturday,23,307,337
12021,101,4/9/2016,Saturday,24,185,215
12021,101,4/10/2016,Sunday,1,213,243
12021,101,4/10/2016,Sunday,2,267,297
12021,101,4/10/2016,Sunday,3,158,188
12021,101,4/10/2016,Sunday,4,177,207
12021,101,4/10/2016,Sunday,5,267,297
12021,101,4/10/2016,Sunday,6,253,283
12021,101,4/10/2016,Sunday,7,385,415
12021,101,4/10/2016,Sunday,8,335,365
12021,101,4/10/2016,Sunday,9,320,350
12021,101,4/10/2016,Sunday,10,297,327
12021,101,4/10/2016,Sunday,11,400,430
12021,101,4/10/2016,Sunday,12,374,404
12021,101,4/10/2016,Sunday,13,276,306
12021,101,4/10/2016,Sunday,14,381,411
12021,101,4/10/2016,Sunday,15,371,401
12021,101,4/10/2016,Sunday,16,334,364
12021,101,4/10/2016,Sunday,17,354,384
12021,101,4/10/2016,Sunday,18,177,207
12021,101,4/10/2016,Sunday,19,186,216
12021,101,4/10/2016,Sunday,20,180,210
12021,101,4/10/2016,Sunday,21,144,174
12021,101,4/10/2016,Sunday,22,334,364
12021,101,4/10/2016,Sunday,23,318,348
12021,101,4/10/2016,Sunday,24,366,396
12021,101,4/11/2016,Monday,1,238,268
12021,101,4/11/2016,Monday,2,279,309
12021,101,4/11/2016,Monday,3,186,216
12021,101,4/11/2016,Monday,4,271,301
12021,101,4/11/2016,Monday,5,158,188
12021,101,4/11/2016,Monday,6,206,236
12021,101,4/11/2016,Monday,7,468,498
12021,101,4/11/2016,Monday,8,228,258
12021,101,4/11/2016,Monday,9,397,427
12021,101,4/11/2016,Monday,10,376,406
12021,101,4/11/2016,Monday,11,222,252
12021,101,4/11/2016,Monday,12,191,221
12021,101,4/11/2016,Monday,13,303,333
12021,101,4/11/2016,Monday,14,382,412
12021,101,4/11/2016,Monday,15,210,240
12021,101,4/11/2016,Monday,16,130,160
12021,101,4/11/2016,Monday,17,392,422
12021,101,4/11/2016,Monday,18,130,160
12021,101,4/11/2016,Monday,19,302,332
12021,101,4/11/2016,Monday,20,232,262
12021,101,4/11/2016,Monday,21,469,499
12021,101,4/11/2016,Monday,22,255,285
12021,101,4/11/2016,Monday,23,148,178
12021,101,4/11/2016,Monday,24,294,324
12021,101,4/12/2016,Tuesday,1,137,167
12021,101,4/12/2016,Tuesday,2,358,388
12021,101,4/12/2016,Tuesday,3,408,438
12021,101,4/12/2016,Tuesday,4,338,368
12021,101,4/12/2016,Tuesday,5,133,163
12021,101,4/12/2016,Tuesday,6,333,363
12021,101,4/12/2016,Tuesday,7,405,435
12021,101,4/12/2016,Tuesday,8,142,172
12021,101,4/12/2016,Tuesday,9,162,192
12021,101,4/12/2016,Tuesday,10,442,472
12021,101,4/12/2016,Tuesday,11,153,183
12021,101,4/12/2016,Tuesday,12,284,314
12021,101,4/12/2016,Tuesday,13,407,437
12021,101,4/12/2016,Tuesday,14,194,224
12021,101,4/12/2016,Tuesday,15,198,228
12021,101,4/12/2016,Tuesday,16,368,398
12021,101,4/12/2016,Tuesday,17,148,178
12021,101,4/12/2016,Tuesday,18,333,363
12021,101,4/12/2016,Tuesday,19,382,412
12021,101,4/12/2016,Tuesday,20,151,181
12021,101,4/12/2016,Tuesday,21,133,163
12021,101,4/12/2016,Tuesday,22,238,268
12021,101,4/12/2016,Tuesday,23,469,499
12021,101,4/12/2016,Tuesday,24,432,462
12021,101,4/13/2016,Wednesday,1,347,377
12021,101,4/13/2016,Wednesday,2,216,246
12021,101,4/13/2016,Wednesday,3,401,431
12021,101,4/13/2016,Wednesday,4,267,297
12021,101,4/13/2016,Wednesday,5,233,263
12021,101,4/13/2016,Wednesday,6,149,179
12021,101,4/13/2016,Wednesday,7,435,465
12021,101,4/13/2016,Wednesday,8,135,165
12021,101,4/13/2016,Wednesday,9,384,414
12021,101,4/13/2016,Wednesday,10,205,235
12021,101,4/13/2016,Wednesday,11,446,476
12021,101,4/13/2016,Wednesday,12,339,369
12021,101,4/13/2016,Wednesday,13,144,174
12021,101,4/13/2016,Wednesday,14,196,226
12021,101,4/13/2016,Wednesday,15,459,489
12021,101,4/13/2016,Wednesday,16,352,382
12021,101,4/13/2016,Wednesday,17,204,234
12021,101,4/13/2016,Wednesday,18,282,312
12021,101,4/13/2016,Wednesday,19,328,358
12021,101,4/13/2016,Wednesday,20,132,162
12021,101,4/13/2016,Wednesday,21,282,312
12021,101,4/13/2016,Wednesday,22,366,396
12021,101,4/13/2016,Wednesday,23,346,376
12021,101,4/13/2016,Wednesday,24,227,257
12021,101,4/14/2016,Thursday,1,438,468
12021,101,4/14/2016,Thursday,2,220,250
12021,101,4/14/2016,Thursday,3,221,251
12021,101,4/14/2016,Thursday,4,461,491
12021,101,4/14/2016,Thursday,5,220,250
12021,101,4/14/2016,Thursday,6,372,402
12021,101,4/14/2016,Thursday,7,249,279
12021,101,4/14/2016,Thursday,8,219,249
12021,101,4/14/2016,Thursday,9,134,164
12021,101,4/14/2016,Thursday,10,140,170
12021,101,4/14/2016,Thursday,11,324,354
12021,101,4/14/2016,Thursday,12,428,458
12021,101,4/14/2016,Thursday,13,387,417
12021,101,4/14/2016,Thursday,14,390,420
12021,101,4/14/2016,Thursday,15,213,243
12021,101,4/14/2016,Thursday,16,258,288
12021,101,4/14/2016,Thursday,17,148,178
12021,101,4/14/2016,Thursday,18,432,462
12021,101,4/14/2016,Thursday,19,221,251
12021,101,4/14/2016,Thursday,20,139,169
12021,101,4/14/2016,Thursday,21,210,240
12021,101,4/14/2016,Thursday,22,172,202
12021,101,4/14/2016,Thursday,23,238,268
12021,101,4/14/2016,Thursday,24,231,261
12021,101,4/15/2016,Friday,1,266,296
12021,101,4/15/2016,Friday,2,212,242
12021,101,4/15/2016,Friday,3,183,213
12021,101,4/15/2016,Friday,4,415,445
12021,101,4/15/2016,Friday,5,352,382
12021,101,4/15/2016,Friday,6,461,491
12021,101,4/15/2016,Friday,7,467,497
12021,101,4/15/2016,Friday,8,362,392
12021,101,4/15/2016,Friday,9,235,265
12021,101,4/15/2016,Friday,10,139,169
12021,101,4/15/2016,Friday,11,383,413
12021,101,4/15/2016,Friday,12,305,335
12021,101,4/15/2016,Friday,13,432,462
12021,101,4/15/2016,Friday,14,203,233
12021,101,4/15/2016,Friday,15,368,398
12021,101,4/15/2016,Friday,16,221,251
12021,101,4/15/2016,Friday,17,141,171
12021,101,4/15/2016,Friday,18,270,300
12021,101,4/15/2016,Friday,19,250,280
12021,101,4/15/2016,Friday,20,243,273
12021,101,4/15/2016,Friday,21,191,221
12021,101,4/15/2016,Friday,22,387,417
12021,101,4/15/2016,Friday,23,253,283
12021,101,4/15/2016,Friday,24,330,360
12021,101,4/16/2016,Saturday,1,343,373
12021,101,4/16/2016,Saturday,2,176,206
12021,101,4/16/2016,Saturday,3,453,483
12021,101,4/16/2016,Saturday,4,254,284
12021,101,4/16/2016,Saturday,5,130,160
12021,101,4/16/2016,Saturday,6,410,440
12021,101,4/16/2016,Saturday,7,413,443
12021,101,4/16/2016,Saturday,8,438,468
12021,101,4/16/2016,Saturday,9,352,382
12021,101,4/16/2016,Saturday,10,289,319
12021,101,4/16/2016,Saturday,11,364,394
12021,101,4/16/2016,Saturday,12,242,272
12021,101,4/16/2016,Saturday,13,400,430
12021,101,4/16/2016,Saturday,14,470,500
12021,101,4/16/2016,Saturday,15,178,208
12021,101,4/16/2016,Saturday,16,335,365
12021,101,4/16/2016,Saturday,17,379,409
12021,101,4/16/2016,Saturday,18,322,352
12021,101,4/16/2016,Saturday,19,443,473
12021,101,4/16/2016,Saturday,20,151,181
12021,101,4/16/2016,Saturday,21,217,247
12021,101,4/16/2016,Saturday,22,418,448
12021,101,4/16/2016,Saturday,23,286,316
12021,101,4/16/2016,Saturday,24,235,265
12022,101,4/3/2016,Sunday,1,462,492
12022,101,4/3/2016,Sunday,2,411,441
12022,101,4/3/2016,Sunday,3,421,451
12022,101,4/3/2016,Sunday,4,352,382
12022,101,4/3/2016,Sunday,5,280,310
12022,101,4/3/2016,Sunday,6,465,495
12022,101,4/3/2016,Sunday,7,243,273
12022,101,4/3/2016,Sunday,8,157,187
12022,101,4/3/2016,Sunday,9,260,290
12022,101,4/3/2016,Sunday,10,195,225
12022,101,4/3/2016,Sunday,11,151,181
12022,101,4/3/2016,Sunday,12,227,257
12022,101,4/3/2016,Sunday,13,201,231
12022,101,4/3/2016,Sunday,14,208,238
12022,101,4/3/2016,Sunday,15,176,206
12022,101,4/3/2016,Sunday,16,153,183
12022,101,4/3/2016,Sunday,17,343,373
12022,101,4/3/2016,Sunday,18,246,276
12022,101,4/3/2016,Sunday,19,455,485
12022,101,4/3/2016,Sunday,20,253,283
12022,101,4/3/2016,Sunday,21,169,199
12022,101,4/3/2016,Sunday,22,168,198
12022,101,4/3/2016,Sunday,23,381,411
12022,101,4/3/2016,Sunday,24,225,255
12022,101,4/4/2016,Monday,1,268,298
12022,101,4/4/2016,Monday,2,141,171
12022,101,4/4/2016,Monday,3,239,269
12022,101,4/4/2016,Monday,4,386,416
12022,101,4/4/2016,Monday,5,313,343
12022,101,4/4/2016,Monday,6,284,314
12022,101,4/4/2016,Monday,7,178,208
12022,101,4/4/2016,Monday,8,425,455
12022,101,4/4/2016,Monday,9,192,222
12022,101,4/4/2016,Monday,10,153,183
12022,101,4/4/2016,Monday,11,336,366
12022,101,4/3/2016,Monday,12,233,263
12022,101,4/4/2016,Monday,13,146,176
12022,101,4/4/2016,Monday,14,172,202
12022,101,4/4/2016,Monday,15,428,458
12022,101,4/4/2016,Monday,16,342,372
12022,101,4/4/2016,Monday,17,290,320
12022,101,4/4/2016,Monday,18,171,201
12022,101,4/4/2016,Monday,19,147,177
12022,101,4/4/2016,Monday,20,334,364
12022,101,4/4/2016,Monday,21,415,445
12022,101,4/4/2016,Monday,22,426,456
12022,101,4/4/2016,Monday,23,272,302
12022,101,4/4/2016,Monday,24,311,341
12022,101,4/5/2016,Tuesday,1,444,474
12022,101,4/5/2016,Tuesday,2,162,192
12022,101,4/5/2016,Tuesday,3,331,361
12022,101,4/5/2016,Tuesday,4,189,219
12022,101,4/5/2016,Tuesday,5,279,309
12022,101,4/5/2016,Tuesday,6,381,411
12022,101,4/5/2016,Tuesday,7,457,487
12022,101,4/5/2016,Tuesday,8,165,195
12022,101,4/5/2016,Tuesday,9,343,373
12022,101,4/5/2016,Tuesday,10,164,194
12022,101,4/5/2016,Tuesday,11,243,273
12022,101,4/5/2016,Tuesday,12,392,422
12022,101,4/5/2016,Tuesday,13,338,368
12022,101,4/5/2016,Tuesday,14,449,479
12022,101,4/5/2016,Tuesday,15,413,443
12022,101,4/5/2016,Tuesday,16,432,462
12022,101,4/5/2016,Tuesday,17,370,400
12022,101,4/5/2016,Tuesday,18,323,353
12022,101,4/5/2016,Tuesday,19,178,208
12022,101,4/5/2016,Tuesday,20,252,282
12022,101,4/5/2016,Tuesday,21,136,166
12022,101,4/5/2016,Tuesday,22,458,488
12022,101,4/5/2016,Tuesday,23,461,491
12022,101,4/5/2016,Tuesday,24,184,214
12022,101,4/6/2016,Wednesday,1,395,425
12022,101,4/6/2016,Wednesday,2,256,286
12022,101,4/6/2016,Wednesday,3,408,438
12022,101,4/6/2016,Wednesday,4,422,452
12022,101,4/6/2016,Wednesday,5,313,343
12022,101,4/6/2016,Wednesday,6,276,306
12022,101,4/6/2016,Wednesday,7,339,369
12022,101,4/6/2016,Wednesday,8,298,328
12022,101,4/6/2016,Wednesday,9,148,178
12022,101,4/6/2016,Wednesday,10,255,285
12022,101,4/6/2016,Wednesday,11,300,330
12022,101,4/6/2016,Wednesday,12,146,176
12022,101,4/6/2016,Wednesday,13,196,226
12022,101,4/6/2016,Wednesday,14,440,470
12022,101,4/6/2016,Wednesday,15,459,489
12022,101,4/6/2016,Wednesday,16,340,370
12022,101,4/6/2016,Wednesday,17,336,366
12022,101,4/6/2016,Wednesday,18,468,498
12022,101,4/6/2016,Wednesday,19,412,442
12022,101,4/6/2016,Wednesday,20,136,166
12022,101,4/6/2016,Wednesday,21,267,297
12022,101,4/6/2016,Wednesday,22,225,255
12022,101,4/6/2016,Wednesday,23,335,365
12022,101,4/6/2016,Wednesday,24,355,385
12022,101,4/7/2016,Thursday,1,257,287
12022,101,4/7/2016,Thursday,2,291,321
12022,101,4/7/2016,Thursday,3,271,301
12022,101,4/7/2016,Thursday,4,361,391
12022,101,4/7/2016,Thursday,5,176,206
12022,101,4/7/2016,Thursday,6,222,252
12022,101,4/7/2016,Thursday,7,150,180
12022,101,4/7/2016,Thursday,8,141,171
12022,101,4/7/2016,Thursday,9,216,246
12022,101,4/7/2016,Thursday,10,467,497
12022,101,4/7/2016,Thursday,11,394,424
12022,101,4/7/2016,Thursday,12,257,287
12022,101,4/7/2016,Thursday,13,224,254
12022,101,4/7/2016,Thursday,14,173,203
12022,101,4/7/2016,Thursday,15,284,314
12022,101,4/7/2016,Thursday,16,160,190
12022,101,4/7/2016,Thursday,17,431,461
12022,101,4/7/2016,Thursday,18,395,425
12022,101,4/7/2016,Thursday,19,470,500
12022,101,4/7/2016,Thursday,20,239,269
12022,101,4/7/2016,Thursday,21,436,466
12022,101,4/7/2016,Thursday,22,431,461
12022,101,4/7/2016,Thursday,23,349,379
12022,101,4/7/2016,Thursday,24,429,459
12022,101,4/8/2016,Friday,1,176,206
12022,101,4/8/2016,Friday,2,328,358
12022,101,4/8/2016,Friday,3,356,386
12022,101,4/8/2016,Friday,4,373,403
12022,101,4/8/2016,Friday,5,362,392
12022,101,4/8/2016,Friday,6,358,388
12022,101,4/8/2016,Friday,7,335,365
12022,101,4/8/2016,Friday,8,204,234
12022,101,4/8/2016,Friday,9,217,247
12022,101,4/8/2016,Friday,10,318,348
12022,101,4/8/2016,Friday,11,163,193
12022,101,4/8/2016,Friday,12,184,214
12022,101,4/8/2016,Friday,13,203,233
12022,101,4/8/2016,Friday,14,261,291
12022,101,4/8/2016,Friday,15,254,284
12022,101,4/8/2016,Friday,16,145,175
12022,101,4/8/2016,Friday,17,411,441
12022,101,4/8/2016,Friday,18,371,401
12022,101,4/8/2016,Friday,19,173,203
12022,101,4/8/2016,Friday,20,390,420
12022,101,4/8/2016,Friday,21,143,173
12022,101,4/8/2016,Friday,22,230,260
12022,101,4/8/2016,Friday,23,463,493
12022,101,4/8/2016,Friday,24,373,403
12022,101,4/9/2016,Saturday,1,165,195
12022,101,4/9/2016,Saturday,2,360,390
12022,101,4/9/2016,Saturday,3,316,346
12022,101,4/9/2016,Saturday,4,320,350
12022,101,4/9/2016,Saturday,5,224,254
12022,101,4/9/2016,Saturday,6,191,221
12022,101,4/9/2016,Saturday,7,324,354
12022,101,4/9/2016,Saturday,8,351,381
12022,101,4/9/2016,Saturday,9,170,200
12022,101,4/9/2016,Saturday,10,153,183
12022,101,4/9/2016,Saturday,11,382,412
12022,101,4/9/2016,Saturday,12,330,360
12022,101,4/9/2016,Saturday,13,440,470
12022,101,4/9/2016,Saturday,14,217,247
12022,101,4/9/2016,Saturday,15,355,385
12022,101,4/9/2016,Saturday,16,180,210
12022,101,4/9/2016,Saturday,17,412,442
12022,101,4/9/2016,Saturday,18,427,457
12022,101,4/9/2016,Saturday,19,447,477
12022,101,4/9/2016,Saturday,20,440,470
12022,101,4/9/2016,Saturday,21,289,319
12022,101,4/9/2016,Saturday,22,192,222
12022,101,4/9/2016,Saturday,23,166,196
12022,101,4/9/2016,Saturday,24,270,300
12022,101,4/10/2016,Sunday,1,240,270
12022,101,4/10/2016,Sunday,2,400,430
12022,101,4/10/2016,Sunday,3,461,491
12022,101,4/10/2016,Sunday,4,381,411
12022,101,4/10/2016,Sunday,5,346,376
12022,101,4/10/2016,Sunday,6,338,368
12022,101,4/10/2016,Sunday,7,465,495
12022,101,4/10/2016,Sunday,8,233,263
12022,101,4/10/2016,Sunday,9,228,258
12022,101,4/10/2016,Sunday,10,135,165
12022,101,4/10/2016,Sunday,11,423,453
12022,101,4/10/2016,Sunday,12,290,320
12022,101,4/10/2016,Sunday,13,332,362
12022,101,4/10/2016,Sunday,14,365,395
12022,101,4/10/2016,Sunday,15,378,408
12022,101,4/10/2016,Sunday,16,147,177
12022,101,4/10/2016,Sunday,17,386,416
12022,101,4/10/2016,Sunday,18,339,369
12022,101,4/10/2016,Sunday,19,400,430
12022,101,4/10/2016,Sunday,20,406,436
12022,101,4/10/2016,Sunday,21,205,235
12022,101,4/10/2016,Sunday,22,386,416
12022,101,4/10/2016,Sunday,23,345,375
12022,101,4/10/2016,Sunday,24,169,199
12022,101,4/11/2016,Monday,1,284,314
12022,101,4/11/2016,Monday,2,198,228
12022,101,4/11/2016,Monday,3,404,434
12022,101,4/11/2016,Monday,4,217,247
12022,101,4/11/2016,Monday,5,372,402
12022,101,4/11/2016,Monday,6,274,304
12022,101,4/11/2016,Monday,7,155,185
12022,101,4/11/2016,Monday,8,139,169
12022,101,4/11/2016,Monday,9,133,163
12022,101,4/11/2016,Monday,10,146,176
12022,101,4/11/2016,Monday,11,154,184
12022,101,4/11/2016,Monday,12,412,442
12022,101,4/11/2016,Monday,13,339,369
12022,101,4/11/2016,Monday,14,432,462
12022,101,4/11/2016,Monday,15,335,365
12022,101,4/11/2016,Monday,16,379,409
12022,101,4/11/2016,Monday,17,152,182
12022,101,4/11/2016,Monday,18,381,411
12022,101,4/11/2016,Monday,19,399,429
12022,101,4/11/2016,Monday,20,445,475
12022,101,4/11/2016,Monday,21,272,302
12022,101,4/11/2016,Monday,22,215,245
12022,101,4/11/2016,Monday,23,296,326
12022,101,4/11/2016,Monday,24,265,295
12022,101,4/12/2016,Tuesday,1,256,286
12022,101,4/12/2016,Tuesday,2,400,430
12022,101,4/12/2016,Tuesday,3,341,371
12022,101,4/12/2016,Tuesday,4,271,301
12022,101,4/12/2016,Tuesday,5,299,329
12022,101,4/12/2016,Tuesday,6,159,189
12022,101,4/12/2016,Tuesday,7,341,371
12022,101,4/12/2016,Tuesday,8,191,221
12022,101,4/12/2016,Tuesday,9,222,252
12022,101,4/12/2016,Tuesday,10,285,315
12022,101,4/12/2016,Tuesday,11,226,256
12022,101,4/12/2016,Tuesday,12,163,193
12022,101,4/12/2016,Tuesday,13,323,353
12022,101,4/12/2016,Tuesday,14,161,191
12022,101,4/12/2016,Tuesday,15,319,349
12022,101,4/12/2016,Tuesday,16,342,372
12022,101,4/12/2016,Tuesday,17,338,368
12022,101,4/12/2016,Tuesday,18,347,377
12022,101,4/12/2016,Tuesday,19,161,191
12022,101,4/12/2016,Tuesday,20,152,182
12022,101,4/12/2016,Tuesday,21,370,400
12022,101,4/12/2016,Tuesday,22,464,494
12022,101,4/12/2016,Tuesday,23,438,468
12022,101,4/12/2016,Tuesday,24,334,364
12022,101,4/13/2016,Wednesday,1,196,226
12022,101,4/13/2016,Wednesday,2,161,191
12022,101,4/13/2016,Wednesday,3,419,449
12022,101,4/13/2016,Wednesday,4,349,379
12022,101,4/13/2016,Wednesday,5,180,210
12022,101,4/13/2016,Wednesday,6,437,467
12022,101,4/13/2016,Wednesday,7,307,337
12022,101,4/13/2016,Wednesday,8,265,295
12022,101,4/13/2016,Wednesday,9,169,199
12022,101,4/13/2016,Wednesday,10,407,437
12022,101,4/13/2016,Wednesday,11,439,469
12022,101,4/13/2016,Wednesday,12,298,328
12022,101,4/13/2016,Wednesday,13,174,204
12022,101,4/13/2016,Wednesday,14,372,402
12022,101,4/13/2016,Wednesday,15,314,344
12022,101,4/13/2016,Wednesday,16,255,285
12022,101,4/13/2016,Wednesday,17,392,422
12022,101,4/13/2016,Wednesday,18,385,415
12022,101,4/13/2016,Wednesday,19,250,280
12022,101,4/13/2016,Wednesday,20,467,497
12022,101,4/13/2016,Wednesday,21,204,234
12022,101,4/13/2016,Wednesday,22,318,348
12022,101,4/13/2016,Wednesday,23,231,261
12022,101,4/13/2016,Wednesday,24,334,364
12022,101,4/14/2016,Thursday,1,166,196
12022,101,4/14/2016,Thursday,2,131,161
12022,101,4/14/2016,Thursday,3,336,366
