USER_ID,STATION_ID,DATE,DAY,TIME_SLOT,AVG_USE,PEAK_USE
12031,102,4/6/2016,Wednesday,3,255,285
12031,102,4/6/2016,Wednesday,4,316,346
12031,102,4/6/2016,Wednesday,5,296,326
12031,102,4/6/2016,Wednesday,6,234,264
12031,102,4/6/2016,Wednesday,7,145,175
12031,102,4/6/2016,Wednesday,8,332,362
12031,102,4/6/2016,Wednesday,9,453,483
12031,102,4/6/2016,Wednesday,10,181,211
12031,102,4/6/2016,Wednesday,11,389,419
12031,102,4/6/2016,Wednesday,12,261,291
12031,102,4/6/2016,Wednesday,13,277,307
12031,102,4/6/2016,Wednesday,14,291,321
12031,102,4/6/2016,Wednesday,15,278,308
12031,102,4/6/2016,Wednesday,16,319,349
12031,102,4/6/2016,Wednesday,17,168,198
12031,102,4/6/2016,Wednesday,18,173,203
12031,102,4/6/2016,Wednesday,19,457,487
12031,102,4/6/2016,Wednesday,20,386,416
12031,102,4/6/2016,Wednesday,21,233,263
12031,102,4/6/2016,Wednesday,22,342,372
12031,102,4/6/2016,Wednesday,23,465,495
12031,102,4/6/2016,Wednesday,24,448,478
12031,102,4/7/2016,Thursday,1,192,222
12031,102,4/7/2016,Thursday,2,185,215
12031,102,4/7/2016,Thursday,3,462,492
12031,102,4/7/2016,Thursday,4,456,486
12031,102,4/7/2016,Thursday,5,250,280
12031,102,4/7/2016,Thursday,6,460,490
12031,102,4/7/2016,Thursday,7,407,437
12031,102,4/7/2016,Thursday,8,232,262
12031,102,4/7/2016,Thursday,9,259,289
12031,102,4/7/2016,Thursday,10,466,496
12031,102,4/7/2016,Thursday,11,216,246
12031,102,4/7/2016,Thursday,12,431,461
12031,102,4/7/2016,Thursday,13,279,309
12031,102,4/7/2016,Thursday,14,361,391
12031,102,4/7/2016,Thursday,15,317,347
12031,102,4/7/2016,Thursday,16,405,435
12031,102,4/7/2016,Thursday,17,144,174
12031,102,4/7/2016,Thursday,18,190,220
12031,102,4/7/2016,Thursday,19,220,250
12031,102,4/7/2016,Thursday,20,359,389
12031,102,4/7/2016,Thursday,21,367,397
12031,102,4/7/2016,Thursday,22,313,343
12031,102,4/7/2016,Thursday,23,434,464
12031,102,4/7/2016,Thursday,24,288,318
12031,102,4/8/2016,Friday,1,312,342
12031,102,4/8/2016,Friday,2,267,297
12031,102,4/8/2016,Friday,3,397,427
12031,102,4/8/2016,Friday,4,375,405
12031,102,4/8/2016,Friday,5,236,266
12031,102,4/8/2016,Friday,6,426,456
12031,102,4/8/2016,Friday,7,295,325
12031,102,4/8/2016,Friday,8,213,243
12031,102,4/8/2016,Friday,9,150,180
12031,102,4/8/2016,Friday,10,251,281
12031,102,4/8/2016,Friday,11,380,410
12031,102,4/8/2016,Friday,12,155,185
12031,102,4/8/2016,Friday,13,243,273
12031,102,4/8/2016,Friday,14,316,346
12031,102,4/8/2016,Friday,15,465,495
12031,102,4/8/2016,Friday,16,208,238
12031,102,4/8/2016,Friday,17,447,477
12031,102,4/8/2016,Friday,18,462,492
12031,102,4/8/2016,Friday,19,243,273
12031,102,4/8/2016,Friday,20,395,425
12031,102,4/8/2016,Friday,21,256,286
12031,102,4/8/2016,Friday,22,437,467
12031,102,4/8/2016,Friday,23,313,343
12031,102,4/8/2016,Friday,24,245,275
12031,102,4/9/2016,Saturday,1,257,287
12031,102,4/9/2016,Saturday,2,260,290
12031,102,4/9/2016,Saturday,3,422,452
12031,102,4/9/2016,Saturday,4,134,164
12031,102,4/9/2016,Saturday,5,447,477
12031,102,4/9/2016,Saturday,6,278,308
12031,102,4/9/2016,Saturday,7,400,430
12031,102,4/9/2016,Saturday,8,280,310
12031,102,4/9/2016,Saturday,9,381,411
12031,102,4/9/2016,Saturday,10,348,378
12031,102,4/9/2016,Saturday,11,413,443
12031,102,4/9/2016,Saturday,12,356,386
12031,102,4/9/2016,Saturday,13,178,208
12031,102,4/9/2016,Saturday,14,227,257
12031,102,4/9/2016,Saturday,15,228,258
12031,102,4/9/2016,Saturday,16,134,164
12031,102,4/9/2016,Saturday,17,465,495
12031,102,4/9/2016,Saturday,18,453,483
12031,102,4/9/2016,Saturday,19,365,395
12031,102,4/9/2016,Saturday,20,210,240
12031,102,4/9/2016,Saturday,21,239,269
12031,102,4/9/2016,Saturday,22,456,486
12031,102,4/9/2016,Saturday,23,416,446
12031,102,4/9/2016,Saturday,24,206,236
12031,102,4/10/2016,Sunday,1,168,198
12031,102,4/10/2016,Sunday,2,219,249
12031,102,4/10/2016,Sunday,3,151,181
12031,102,4/10/2016,Sunday,4,306,336
12031,102,4/10/2016,Sunday,5,328,358
12031,102,4/10/2016,Sunday,6,301,331
12031,102,4/10/2016,Sunday,7,353,383
12031,102,4/10/2016,Sunday,8,307,337
12031,102,4/10/2016,Sunday,9,251,281
12031,102,4/10/2016,Sunday,10,423,453
12031,102,4/10/2016,Sunday,11,464,494
12031,102,4/10/2016,Sunday,12,183,213
12031,102,4/10/2016,Sunday,13,215,245
12031,102,4/10/2016,Sunday,14,163,193
12031,102,4/10/2016,Sunday,15,181,211
12031,102,4/10/2016,Sunday,16,434,464
12031,102,4/10/2016,Sunday,17,206,236
12031,102,4/10/2016,Sunday,18,308,338
12031,102,4/10/2016,Sunday,19,261,291
12031,102,4/10/2016,Sunday,20,379,409
12031,102,4/10/2016,Sunday,21,194,224
12031,102,4/10/2016,Sunday,22,313,343
12031,102,4/10/2016,Sunday,23,131,161
12031,102,4/10/2016,Sunday,24,197,227
12031,102,4/11/2016,Monday,1,396,426
12031,102,4/11/2016,Monday,2,247,277
12031,102,4/11/2016,Monday,3,456,486
12031,102,4/11/2016,Monday,4,455,485
12031,102,4/11/2016,Monday,5,171,201
12031,102,4/11/2016,Monday,6,288,318
12031,102,4/11/2016,Monday,7,147,177
12031,102,4/11/2016,Monday,8,154,184
12031,102,4/11/2016,Monday,9,371,401
12031,102,4/11/2016,Monday,10,317,347
12031,102,4/11/2016,Monday,11,361,391
12031,102,4/11/2016,Monday,12,165,195
12031,102,4/11/2016,Monday,13,273,303
12031,102,4/11/2016,Monday,14,343,373
12031,102,4/11/2016,Monday,15,257,287
12031,102,4/11/2016,Monday,16,280,310
12031,102,4/11/2016,Monday,17,251,281
12031,102,4/11/2016,Monday,18,148,178
12031,102,4/11/2016,Monday,19,275,305
12031,102,4/11/2016,Monday,20,380,410
12031,102,4/11/2016,Monday,21,272,302
12031,102,4/11/2016,Monday,22,303,333
12031,102,4/11/2016,Monday,23,248,278
12031,102,4/11/2016,Monday,24,162,192
12031,102,4/12/2016,Tuesday,1,166,196
12031,102,4/12/2016,Tuesday,2,380,410
12031,102,4/12/2016,Tuesday,3,384,414
12031,102,4/12/2016,Tuesday,4,265,295
12031,102,4/12/2016,Tuesday,5,419,449
12031,102,4/12/2016,Tuesday,6,165,195
12031,102,4/12/2016,Tuesday,7,400,430
12031,102,4/12/2016,Tuesday,8,296,326
12031,102,4/12/2016,Tuesday,9,154,184
12031,102,4/12/2016,Tuesday,10,294,324
12031,102,4/12/2016,Tuesday,11,224,254
12031,102,4/12/2016,Tuesday,12,409,439
12031,102,4/12/2016,Tuesday,13,455,485
12031,102,4/12/2016,Tuesday,14,291,321
12031,102,4/12/2016,Tuesday,15,274,304
12031,102,4/12/2016,Tuesday,16,378,408
12031,102,4/12/2016,Tuesday,17,162,192
12031,102,4/12/2016,Tuesday,18,194,224
12031,102,4/12/2016,Tuesday,19,301,331
12031,102,4/12/2016,Tuesday,20,151,181
12031,102,4/12/2016,Tuesday,21,174,204
12031,102,4/12/2016,Tuesday,22,438,468
12031,102,4/12/2016,Tuesday,23,191,221
12031,102,4/12/2016,Tuesday,24,319,349
12031,102,4/13/2016,Wednesday,1,426,456
12031,102,4/13/2016,Wednesday,2,371,401
12031,102,4/13/2016,Wednesday,3,349,379
12031,102,4/13/2016,Wednesday,4,461,491
12031,102,4/13/2016,Wednesday,5,221,251
12031,102,4/13/2016,Wednesday,6,241,271
12031,102,4/13/2016,Wednesday,7,392,422
12031,102,4/13/2016,Wednesday,8,369,399
12031,102,4/13/2016,Wednesday,9,195,225
12031,102,4/13/2016,Wednesday,10,243,273
12031,102,4/13/2016,Wednesday,11,243,273
12031,102,4/13/2016,Wednesday,12,175,205
12031,102,4/13/2016,Wednesday,13,376,406
12031,102,4/13/2016,Wednesday,14,258,288
12031,102,4/13/2016,Wednesday,15,271,301
12031,102,4/13/2016,Wednesday,16,430,460
12031,102,4/13/2016,Wednesday,17,450,480
12031,102,4/13/2016,Wednesday,18,284,314
12031,102,4/13/2016,Wednesday,19,261,291
12031,102,4/13/2016,Wednesday,20,199,229
12031,102,4/13/2016,Wednesday,21,329,359
12031,102,4/13/2016,Wednesday,22,137,167
12031,102,4/13/2016,Wednesday,23,376,406
12031,102,4/13/2016,Wednesday,24,244,274
12031,102,4/14/2016,Thursday,1,131,161
12031,102,4/14/2016,Thursday,2,134,164
12031,102,4/14/2016,Thursday,3,416,446
12031,102,4/14/2016,Thursday,4,332,362
12031,102,4/14/2016,Thursday,5,361,391
12031,102,4/14/2016,Thursday,6,267,297
12031,102,4/14/2016,Thursday,7,270,300
12031,102,4/14/2016,Thursday,8,300,330
12031,102,4/14/2016,Thursday,9,189,219
12031,102,4/14/2016,Thursday,10,399,429
12031,102,4/14/2016,Thursday,11,429,459
12031,102,4/14/2016,Thursday,12,220,250
12031,102,4/14/2016,Thursday,13,359,389
12031,102,4/14/2016,Thursday,14,329,359
12031,102,4/14/2016,Thursday,15,303,333
12031,102,4/14/2016,Thursday,16,166,196
12031,102,4/14/2016,Thursday,17,344,374
12031,102,4/14/2016,Thursday,18,262,292
12031,102,4/14/2016,Thursday,19,296,326
12031,102,4/14/2016,Thursday,20,374,404
12031,102,4/14/2016,Thursday,21,133,163
12031,102,4/14/2016,Thursday,22,254,284
12031,102,4/14/2016,Thursday,23,237,267
12031,102,4/14/2016,Thursday,24,337,367
12031,102,4/15/2016,Friday,1,345,375
12031,102,4/15/2016,Friday,2,261,291
12031,102,4/15/2016,Friday,3,437,467
12031,102,4/15/2016,Friday,4,467,497
12031,102,4/15/2016,Friday,5,276,306
12031,102,4/15/2016,Friday,6,232,262
12031,102,4/15/2016,Friday,7,140,170
12031,102,4/15/2016,Friday,8,408,438
12031,102,4/15/2016,Friday,9,457,487
12031,102,4/15/2016,Friday,10,265,295
12031,102,4/15/2016,Friday,11,186,216
12031,102,4/15/2016,Friday,12,415,445
12031,102,4/15/2016,Friday,13,431,461
12031,102,4/15/2016,Friday,14,335,365
12031,102,4/15/2016,Friday,15,281,311
12031,102,4/15/2016,Friday,16,149,179
12031,102,4/15/2016,Friday,17,131,161
12031,102,4/15/2016,Friday,18,343,373
12031,102,4/15/2016,Friday,19,469,499
12031,102,4/15/2016,Friday,20,453,483
12031,102,4/15/2016,Friday,21,358,388
12031,102,4/15/2016,Friday,22,442,472
12031,102,4/15/2016,Friday,23,381,411
12031,102,4/15/2016,Friday,24,290,320
12031,102,4/16/2016,Saturday,1,410,440
12031,102,4/16/2016,Saturday,2,154,184
12031,102,4/16/2016,Saturday,3,311,341
12031,102,4/16/2016,Saturday,4,157,187
12031,102,4/16/2016,Saturday,5,308,338
12031,102,4/16/2016,Saturday,6,238,268
12031,102,4/16/2016,Saturday,7,162,192
12031,102,4/16/2016,Saturday,8,416,446
12031,102,4/16/2016,Saturday,9,187,217
12031,102,4/16/2016,Saturday,10,347,377
12031,102,4/16/2016,Saturday,11,217,247
12031,102,4/16/2016,Saturday,12,238,268
12031,102,4/16/2016,Saturday,13,351,381
12031,102,4/16/2016,Saturday,14,323,353
12031,102,4/16/2016,Saturday,15,328,358
12031,102,4/16/2016,Saturday,16,160,190
12031,102,4/16/2016,Saturday,17,368,398
12031,102,4/16/2016,Saturday,18,322,352
12031,102,4/16/2016,Saturday,19,451,481
12031,102,4/16/2016,Saturday,20,347,377
12031,102,4/16/2016,Saturday,21,290,320
12031,102,4/16/2016,Saturday,22,329,359
12031,102,4/16/2016,Saturday,23,409,439
12031,102,4/16/2016,Saturday,24,293,323
12032,102,4/3/2016,Sunday,1,295,325
12032,102,4/3/2016,Sunday,2,309,339
12032,102,4/3/2016,Sunday,3,343,373
12032,102,4/3/2016,Sunday,4,253,283
12032,102,4/3/2016,Sunday,5,466,496
12032,102,4/3/2016,Sunday,6,248,278
12032,102,4/3/2016,Sunday,7,386,416
12032,102,4/3/2016,Sunday,8,214,244
12032,102,4/3/2016,Sunday,9,296,326
12032,102,4/3/2016,Sunday,10,208,238
12032,102,4/3/2016,Sunday,11,339,369
12032,102,4/3/2016,Sunday,12,426,456
12032,102,4/3/2016,Sunday,13,296,326
12032,102,4/3/2016,Sunday,14,260,290
12032,102,4/3/2016,Sunday,15,267,297
12032,102,4/3/2016,Sunday,16,447,477
12032,102,4/3/2016,Sunday,17,181,211
12032,102,4/3/2016,Sunday,18,266,296
12032,102,4/3/2016,Sunday,19,172,202
12032,102,4/3/2016,Sunday,20,162,192
12032,102,4/3/2016,Sunday,21,330,360
12032,102,4/3/2016,Sunday,22,166,196
12032,102,4/3/2016,Sunday,23,353,383
12032,102,4/3/2016,Sunday,24,202,232
12032,102,4/4/2016,Monday,1,325,355
12032,102,4/4/2016,Monday,2,310,340
12032,102,4/4/2016,Monday,3,299,329
12032,102,4/4/2016,Monday,4,195,225
12032,102,4/4/2016,Monday,5,199,229
12032,102,4/4/2016,Monday,6,321,351
12032,102,4/4/2016,Monday,7,377,407
12032,102,4/4/2016,Monday,8,222,252
12032,102,4/4/2016,Monday,9,157,187
12032,102,4/4/2016,Monday,10,359,389
12032,102,4/4/2016,Monday,11,130,160
12032,102,4/3/2016,Monday,12,199,229
12032,102,4/4/2016,Monday,13,283,313
12032,102,4/4/2016,Monday,14,238,268
12032,102,4/4/2016,Monday,15,410,440
12032,102,4/4/2016,Monday,16,386,416
12032,102,4/4/2016,Monday,17,335,365
12032,102,4/4/2016,Monday,18,169,199
12032,102,4/4/2016,Monday,19,335,365
12032,102,4/4/2016,Monday,20,236,266
12032,102,4/4/2016,Monday,21,160,190
12032,102,4/4/2016,Monday,22,462,492
12032,102,4/4/2016,Monday,23,413,443
12032,102,4/4/2016,Monday,24,385,415
12032,102,4/5/2016,Tuesday,1,311,341
12032,102,4/5/2016,Tuesday,2,349,379
12032,102,4/5/2016,Tuesday,3,294,324
12032,102,4/5/2016,Tuesday,4,197,227
12032,102,4/5/2016,Tuesday,5,269,299
12032,102,4/5/2016,Tuesday,6,304,334
12032,102,4/5/2016,Tuesday,7,245,275
12032,102,4/5/2016,Tuesday,8,157,187
12032,102,4/5/2016,Tuesday,9,457,487
12032,102,4/5/2016,Tuesday,10,460,490
12032,102,4/5/2016,Tuesday,11,275,305
12032,102,4/5/2016,Tuesday,12,410,440
12032,102,4/5/2016,Tuesday,13,284,314
12032,102,4/5/2016,Tuesday,14,421,451
12032,102,4/5/2016,Tuesday,15,385,415
12032,102,4/5/2016,Tuesday,16,449,479
12032,102,4/5/2016,Tuesday,17,396,426
12032,102,4/5/2016,Tuesday,18,138,168
12032,102,4/5/2016,Tuesday,19,159,189
12032,102,4/5/2016,Tuesday,20,460,490
12032,102,4/5/2016,Tuesday,21,308,338
12032,102,4/5/2016,Tuesday,22,438,468
12032,102,4/5/2016,Tuesday,23,447,477
12032,102,4/5/2016,Tuesday,24,185,215
12032,102,4/6/2016,Wednesday,1,242,272
12032,102,4/6/2016,Wednesday,2,184,214
12032,102,4/6/2016,Wednesday,3,385,415
12032,102,4/6/2016,Wednesday,4,195,225
12032,102,4/6/2016,Wednesday,5,315,345
12032,102,4/6/2016,Wednesday,6,135,165
12032,102,4/6/2016,Wednesday,7,352,382
12032,102,4/6/2016,Wednesday,8,421,451
12032,102,4/6/2016,Wednesday,9,185,215
12032,102,4/6/2016,Wednesday,10,155,185
12032,102,4/6/2016,Wednesday,11,162,192
12032,102,4/6/2016,Wednesday,12,325,355
12032,102,4/6/2016,Wednesday,13,400,430
12032,102,4/6/2016,Wednesday,14,237,267
12032,102,4/6/2016,Wednesday,15,218,248
12032,102,4/6/2016,Wednesday,16,446,476
12032,102,4/6/2016,Wednesday,17,454,484
12032,102,4/6/2016,Wednesday,18,148,178
12032,102,4/6/2016,Wednesday,19,266,296
12032,102,4/6/2016,Wednesday,20,293,323
12032,102,4/6/2016,Wednesday,21,438,468
12032,102,4/6/2016,Wednesday,22,149,179
12032,102,4/6/2016,Wednesday,23,453,483
12032,102,4/6/2016,Wednesday,24,255,285
12032,102,4/7/2016,Thursday,1,357,387
12032,102,4/7/2016,Thursday,2,458,488
12032,102,4/7/2016,Thursday,3,386,416
12032,102,4/7/2016,Thursday,4,410,440
12032,102,4/7/2016,Thursday,5,211,241
12032,102,4/7/2016,Thursday,6,326,356
12032,102,4/7/2016,Thursday,7,332,362
12032,102,4/7/2016,Thursday,8,286,316
12032,102,4/7/2016,Thursday,9,198,228
12032,102,4/7/2016,Thursday,10,329,359
12032,102,4/7/2016,Thursday,11,195,225
12032,102,4/7/2016,Thursday,12,149,179
12032,102,4/7/2016,Thursday,13,230,260
12032,102,4/7/2016,Thursday,14,285,315
12032,102,4/7/2016,Thursday,15,176,206
12032,102,4/7/2016,Thursday,16,424,454
12032,102,4/7/2016,Thursday,17,186,216
12032,102,4/7/2016,Thursday,18,449,479
12032,102,4/7/2016,Thursday,19,267,297
12032,102,4/7/2016,Thursday,20,140,170
12032,102,4/7/2016,Thursday,21,292,322
12032,102,4/7/2016,Thursday,22,176,206
12032,102,4/7/2016,Thursday,23,163,193
12032,102,4/7/2016,Thursday,24,355,385
12032,102,4/8/2016,Friday,1,295,325
12032,102,4/8/2016,Friday,2,371,401
12032,102,4/8/2016,Friday,3,243,273
12032,102,4/8/2016,Friday,4,346,376
12032,102,4/8/2016,Friday,5,146,176
12032,102,4/8/2016,Friday,6,365,395
12032,102,4/8/2016,Friday,7,160,190
12032,102,4/8/2016,Friday,8,249,279
12032,102,4/8/2016,Friday,9,445,475
12032,102,4/8/2016,Friday,10,190,220
12032,102,4/8/2016,Friday,11,133,163
12032,102,4/8/2016,Friday,12,408,438
12032,102,4/8/2016,Friday,13,426,456
12032,102,4/8/2016,Friday,14,325,355
12032,102,4/8/2016,Friday,15,435,465
12032,102,4/8/2016,Friday,16,336,366
12032,102,4/8/2016,Friday,17,160,190
12032,102,4/8/2016,Friday,18,366,396
12032,102,4/8/2016,Friday,19,251,281
12032,102,4/8/2016,Friday,20,292,322
12032,102,4/8/2016,Friday,21,303,333
12032,102,4/8/2016,Friday,22,342,372
12032,102,4/8/2016,Friday,23,400,430
12032,102,4/8/2016,Friday,24,222,252
12032,102,4/9/2016,Saturday,1,314,344
12032,102,4/9/2016,Saturday,2,461,491
12032,102,4/9/2016,Saturday,3,432,462
12032,102,4/9/2016,Saturday,4,234,264
12032,102,4/9/2016,Saturday,5,365,395
12032,102,4/9/2016,Saturday,6,346,376
12032,102,4/9/2016,Saturday,7,309,339
12032,102,4/9/2016,Saturday,8,169,199
12032,102,4/9/2016,Saturday,9,427,457
12032,102,4/9/2016,Saturday,10,139,169
12032,102,4/9/2016,Saturday,11,204,234
12032,102,4/9/2016,Saturday,12,134,164
12032,102,4/9/2016,Saturday,13,447,477
12032,102,4/9/2016,Saturday,14,258,288
12032,102,4/9/2016,Saturday,15,216,246
12032,102,4/9/2016,Saturday,16,412,442
12032,102,4/9/2016,Saturday,17,344,374
12032,102,4/9/2016,Saturday,18,394,424
12032,102,4/9/2016,Saturday,19,162,192
12032,102,4/9/2016,Saturday,20,393,423
12032,102,4/9/2016,Saturday,21,425,455
12032,102,4/9/2016,Saturday,22,393,423
12032,102,4/9/2016,Saturday,23,247,277
12032,102,4/9/2016,Saturday,24,369,399
12032,102,4/10/2016,Sunday,1,407,437
12032,102,4/10/2016,Sunday,2,258,288
12032,102,4/10/2016,Sunday,3,317,347
12032,102,4/10/2016,Sunday,4,422,452
12032,102,4/10/2016,Sunday,5,205,235
12032,102,4/10/2016,Sunday,6,466,496
12032,102,4/10/2016,Sunday,7,375,405
12032,102,4/10/2016,Sunday,8,206,236
12032,102,4/10/2016,Sunday,9,143,173
12032,102,4/10/2016,Sunday,10,397,427
12032,102,4/10/2016,Sunday,11,226,256
12032,102,4/10/2016,Sunday,12,135,165
12032,102,4/10/2016,Sunday,13,399,429
12032,102,4/10/2016,Sunday,14,403,433
12032,102,4/10/2016,Sunday,15,278,308
12032,102,4/10/2016,Sunday,16,160,190
12032,102,4/10/2016,Sunday,17,309,339
12032,102,4/10/2016,Sunday,18,452,482
12032,102,4/10/2016,Sunday,19,342,372
12032,102,4/10/2016,Sunday,20,441,471
12032,102,4/10/2016,Sunday,21,221,251
12032,102,4/10/2016,Sunday,22,461,491
12032,102,4/10/2016,Sunday,23,397,427
12032,102,4/10/2016,Sunday,24,138,168
12032,102,4/11/2016,Monday,1,218,248
12032,102,4/11/2016,Monday,2,378,408
12032,102,4/11/2016,Monday,3,265,295
12032,102,4/11/2016,Monday,4,176,206
12032,102,4/11/2016,Monday,5,356,386
12032,102,4/11/2016,Monday,6,364,394
12032,102,4/11/2016,Monday,7,448,478
12032,102,4/11/2016,Monday,8,287,317
12032,102,4/11/2016,Monday,9,375,405
12032,102,4/11/2016,Monday,10,142,172
12032,102,4/11/2016,Monday,11,177,207
12032,102,4/11/2016,Monday,12,198,228
12032,102,4/11/2016,Monday,13,358,388
12032,102,4/11/2016,Monday,14,435,465
12032,102,4/11/2016,Monday,15,196,226
12032,102,4/11/2016,Monday,16,236,266
12032,102,4/11/2016,Monday,17,241,271
12032,102,4/11/2016,Monday,18,164,194
12032,102,4/11/2016,Monday,19,202,232
12032,102,4/11/2016,Monday,20,307,337
12032,102,4/11/2016,Monday,21,390,420
12032,102,4/11/2016,Monday,22,158,188
12032,102,4/11/2016,Monday,23,279,309
12032,102,4/11/2016,Monday,24,422,452
12032,102,4/12/2016,Tuesday,1,204,234
12032,102,4/12/2016,Tuesday,2,319,349
12032,102,4/12/2016,Tuesday,3,438,468
12032,102,4/12/2016,Tuesday,4,177,207
12032,102,4/12/2016,Tuesday,5,257,287
12032,102,4/12/2016,Tuesday,6,359,389
12032,102,4/12/2016,Tuesday,7,245,275
12032,102,4/12/2016,Tuesday,8,270,300
12032,102,4/12/2016,Tuesday,9,424,454
12032,102,4/12/2016,Tuesday,10,306,336
12032,102,4/12/2016,Tuesday,11,341,371
12032,102,4/12/2016,Tuesday,12,435,465
12032,102,4/12/2016,Tuesday,13,433,463
12032,102,4/12/2016,Tuesday,14,297,327
12032,102,4/12/2016,Tuesday,15,433,463
12032,102,4/12/2016,Tuesday,16,466,496
12032,102,4/12/2016,Tuesday,17,347,377
12032,102,4/12/2016,Tuesday,18,441,471
12032,102,4/12/2016,Tuesday,19,301,331
12032,102,4/12/2016,Tuesday,20,198,228
12032,102,4/12/2016,Tuesday,21,351,381
12032,102,4/12/2016,Tuesday,22,328,358
12032,102,4/12/2016,Tuesday,23,403,433
12032,102,4/12/2016,Tuesday,24,422,452
12032,102,4/13/2016,Wednesday,1,335,365
12032,102,4/13/2016,Wednesday,2,243,273
12032,102,4/13/2016,Wednesday,3,226,256
12032,102,4/13/2016,Wednesday,4,285,315
12032,102,4/13/2016,Wednesday,5,136,166
12032,102,4/13/2016,Wednesday,6,403,433
12032,102,4/13/2016,Wednesday,7,250,280
12032,102,4/13/2016,Wednesday,8,429,459
12032,102,4/13/2016,Wednesday,9,395,425
12032,102,4/13/2016,Wednesday,10,189,219
12032,102,4/13/2016,Wednesday,11,381,411
12032,102,4/13/2016,Wednesday,12,198,228
12032,102,4/13/2016,Wednesday,13,322,352
12032,102,4/13/2016,Wednesday,14,240,270
12032,102,4/13/2016,Wednesday,15,163,193
12032,102,4/13/2016,Wednesday,16,387,417
12032,102,4/13/2016,Wednesday,17,422,452
12032,102,4/13/2016,Wednesday,18,275,305
12032,102,4/13/2016,Wednesday,19,462,492
12032,102,4/13/2016,Wednesday,20,177,207
12032,102,4/13/2016,Wednesday,21,267,297
12032,102,4/13/2016,Wednesday,22,450,480
12032,102,4/13/2016,Wednesday,23,279,309
12032,102,4/13/2016,Wednesday,24,144,174
12032,102,4/14/2016,Thursday,1,214,244
12032,102,4/14/2016,Thursday,2,263,293
12032,102,4/14/2016,Thursday,3,397,427
